author,datetime,content,permalink
@surya_an23,"Sep 30, 2025 · 2:53 AM UTC",lagian gizi makanan mereka sehari juga berkali2 lipat dibandingkan dengan mbg,https://nitter.net/surya_an23/status/1972857334872629649#m
@patillele4364,"Sep 26, 2025 · 6:08 AM UTC","Padahal tinggal nyontek saja program MBG saat Anies Gubenur Jakarta, gak usah malu malu demi rakyat. Duitnya tidak di korupsi anak anak tidak keracunan Inilah kalau memimpin dengan amanah, gak perlu pencitraan.",https://nitter.net/patillele4364/status/1971456720460448121#m
@kompascom,"Sep 30, 2025 · 2:51 AM UTC","Nindin menilai, alokasi bantuan berupa uang akan lebih efektif. Sebab, orangtua murid bisa memasak makanan sesuai kebutuhan dan kesukaan anak. Baca di sini: bandung.kompas.com/read/2025… / #Ciamis #MakanBergiziGratis",https://nitter.net/kompascom/status/1972856843291742249#m
@M4ngU5il,"Sep 30, 2025 · 2:53 AM UTC","...makin membengkaklah anggaran mbg, belum lagi yg bocor2..",https://nitter.net/M4ngU5il/status/1972857385657213117#m
@DS_yantie,"Sep 29, 2025 · 11:57 PM UTC","MBG Jika tidak evaluasi total, Bukan hanya merugikan anak anak, tapi juga membuat anak anak itu sendiri, orang tua dan guru trauma. Pemerintah sendiri juga akan dirugikan, Karena masyarakat akan menilai program ini gagal.",https://nitter.net/DS_yantie/status/1972812989817630940#m
@OKTORANKRI,"Sep 30, 2025 · 2:54 AM UTC","Ini orang tua tujuannya memberi tahu ke pemerintah bahwa MBG ini sdh salah sasaran, Pompes harusnya ga perlu MBG, mereka sdh bayar mahal itu sdh termasuk yang saku siswa bisa jadi dan makan sehari2.. Jd betul ibu ini bilang sangat anak nya bilang, MBG ke sekolah elit itu salah",https://nitter.net/OKTORANKRI/status/1972857441181384725#m
@furusanda,"Sep 30, 2025 · 2:54 AM UTC",MBG tetap bisa berdampak meski latar belakang pejabat dipertanyakan.,https://nitter.net/furusanda/status/1972857439218520236#m
@jhonmie90,"Sep 30, 2025 · 2:54 AM UTC","Program MBG berperan penting dalam rangka memastikan gizi anak terpenuhi, menekan stunting, sehingga masa depan anak bangsa semakin cerah. #PenuhiGiziIndonesia",https://nitter.net/jhonmie90/status/1972857524039962890#m
@jhonmie90,"Sep 30, 2025 · 2:54 AM UTC","Program MBG membutuhkan kolaborasi dari berbagai pihak, salah satunya PBNU yang berkomitmen untuk mendukung program prioritas pemerintah tersebut. #PenuhiGiziIndonesia",https://nitter.net/jhonmie90/status/1972857503819104446#m
@jhonmie90,"Sep 30, 2025 · 2:54 AM UTC",Program Makan Bergizi Gratis mendorong tumbuhnya usaha pangan lokal dan membuka lapangan kerja baru di berbagai daerah. #PenuhiGiziIndonesia,https://nitter.net/jhonmie90/status/1972857543996354690#m
@otisram,"Sep 30, 2025 · 2:54 AM UTC",Cocok tuch jd tukang nyobain MBG sebelum dibagi ke para siswa.. Biar gurunya yg milihin makanan mana yg mau dicobain sm dia. Nanti kl sampai dia komplain biar ditabokin sama semua murid di sekolah yg MBGnya dia cobain. Gimana nich @corbuzier sdh siap belum? 😃🤣,https://nitter.net/otisram/status/1972857540104089797#m
@saklarslex,"Sep 30, 2025 · 2:54 AM UTC","Berpa persen yg mkn 1x sehari, anak mana? Daerah mana yg dapat mkn 1x sehari dan sudah dapat mbg, dan setelah dapat mbg apakah jadi makan 2x sehari, atau ttp 1x sehari pas dapat mbg saja, klo cma nambah 1x makan atau bahkan cuma 1x mkn pas dapat mbg, trus apa kelebihan embege? 🤔",https://nitter.net/saklarslex/status/1972857611407208742#m
@bukss61263,"Sep 30, 2025 · 2:54 AM UTC",Program Makan Bergizi Gratis selalu memberikan kekuatan baru bagi anak-anak dan masyarakat. Dukung terus Program MBG! #PenuhiGiziIndonesia,https://nitter.net/bukss61263/status/1972857609788232059#m
@jhonmie90,"Sep 30, 2025 · 2:54 AM UTC",Program Makan Bergizi Gratis selalu memberikan kekuatan baru bagi anak-anak dan masyarakat. Dukung terus Program MBG! #PenuhiGiziIndonesia,https://nitter.net/jhonmie90/status/1972857589198369213#m
@zonadamaii,"Sep 30, 2025 · 2:54 AM UTC","Program Makan Bergizi Gratis (MBG) menargetkan 82,9 juta penerima manfaat yang diwujudkan secara bertahap #VisiPresidenPrabowo #MakanBergiziGratis",https://nitter.net/zonadamaii/status/1972857582072291360#m
@hibikimakoto111,"Sep 30, 2025 · 2:54 AM UTC",Program MBG nggak berdiri di atas satu nama,https://nitter.net/hibikimakoto111/status/1972857576636473675#m
@jhonmie90,"Sep 30, 2025 · 2:54 AM UTC","Program MBG hadir memastikan gizi anak terpenuhi, menekan angka stunting, dan membuka jalan menuju generasi Indonesia yang sehat, cerdas, dan siap bersaing di masa depan. #PenuhiGiziIndonesia",https://nitter.net/jhonmie90/status/1972857567576813986#m
@bukss61263,"Sep 30, 2025 · 2:54 AM UTC","Program MBG tidak hanya mendorong pemenuhan gizi anak bangsa, namun juga secara strategis melibatkan UMKM sehingga perekonomian lokal juga ikut terdongkrak, serta memperluas lapangan pekerjaan. #PenuhiGiziIndonesia",https://nitter.net/bukss61263/status/1972857646840774851#m
@NenkMonica,"Sep 28, 2025 · 9:31 AM UTC",Apakah dg menarik kartu liputan jurnalis CNN yg bertanya ttg MBG bisa menutupi kenyataan yg ada bhw ada Kejadian Luar Biasa (KLB) yg diakibatkan oleh salah urus BGN? Jika bersih kenapa risih ?,https://nitter.net/NenkMonica/status/1972232598027120670#m
@joyandgreed,"Sep 30, 2025 · 2:54 AM UTC","lah lah.. gw jg sbg emak bakal nolak itu MBG kalo tau bakal jd maksiat ke anak gw ama anak2 lain. Sekolah anak gw pun uda ada jatah maksi sndri di masak ama koki sekolah, ngapain masuk MBG yg ga jelas???",https://nitter.net/joyandgreed/status/1972857632357826737#m
@bukss61263,"Sep 30, 2025 · 2:54 AM UTC","Program Makan Bergizi Gratis mendukung pemenuhan gizi anak sejak dini, sehingga meningkatkan kualitas kesehatan dan daya saing generasi muda Indonesia. #PenuhiGiziIndonesia",https://nitter.net/bukss61263/status/1972857627542733046#m
@koranjakarta_id,"Sep 30, 2025 · 2:54 AM UTC","Program Makan Bergizi Gratis (MBG) di Lampung udah jalan jauh banget, Sob! Hingga Agustus 2025, anggarannya tembus Rp780,34 miliar dan udah menjangkau 15 kabupaten/kota. Selengkapnya di koran-jakarta.com/2025-09-30…",https://nitter.net/koranjakarta_id/status/1972857623721758820#m
@Yikumint,"Sep 30, 2025 · 2:55 AM UTC","Akhirnya terbebas dr mnjdi tukang coba MBG krn aku bilang jadi sakit selama 2 hari kl habis makan MBG😀. Org2 d sekolah mmng tau kl badan aku sensitif trhdp hal2 ""tdk wajar"" dlm sebuah Mknn/Minuman😅.",https://nitter.net/Yikumint/status/1972857692483203566#m
@bukss61263,"Sep 30, 2025 · 2:55 AM UTC","Program Makan Bergizi Gratis (MBG) hadir sebagai langkah strategis membentuk generasi sehat, cerdas, dan berdaya saing tinggi demi terwujudnya visi Indonesia Emas 2045. #PenuhiGiziIndonesia",https://nitter.net/bukss61263/status/1972857692386648438#m
@bukss61263,"Sep 30, 2025 · 2:54 AM UTC","Program Makan Bergizi Gratis (MBG) bukan sekadar bantuan, tapi investasi jangka panjang untuk membentuk generasi unggul yang sehat, cerdas, dan berdaya saing tinggi. Inilah langkah nyata menuju Indonesia Emas 2045. #PenuhiGiziIndonesia",https://nitter.net/bukss61263/status/1972857671826149720#m
@agathaher,"Sep 30, 2025 · 2:55 AM UTC","Yang jahat itu yang kerjanya ngga bener, dan korupsi. Tidak punya empati terhadap siswa² yang tumbang akibat keracunan mbg. Dipaksa menelan mbg program kampanye yang pelaksanaannya amburadul. Masih ngga mau paham jugak ini bapak. Bapak mau makan mbg yang basi ?",https://nitter.net/agathaher/status/1972857740998664698#m
@MalekoP40085,"Sep 30, 2025 · 2:55 AM UTC","Program Makan Bergizi Gratis mendukung tumbuh kembang anak secara optimal, sebagai fondasi bagi terwujudnya Indonesia Emas 2045. #PenuhiGiziIndonesia",https://nitter.net/MalekoP40085/status/1972857734786883764#m
@NChupakabr50581,"Sep 30, 2025 · 2:55 AM UTC","Dampak akibat MBG Beracun Kemaren, menghasilkan trauma bagi anak² & orang tuanya. Lebih baik MBG ngga di makan dari pd nanti keracunan. Masih mau lanjut MBG ??! Jangan bilang ribuan anak jadi korban keracunan itu wajar dari penyajian 1 M, nyawa anak² itu bukan statistik angka.",https://nitter.net/NChupakabr50581/status/1972857718445887597#m
@MalekoP40085,"Sep 30, 2025 · 2:55 AM UTC","Program Makan Bergizi Gratis (MBG) hadir sebagai langkah strategis membentuk generasi sehat, cerdas, dan berdaya saing tinggi demi terwujudnya visi Indonesia Emas 2045. #PenuhiGiziIndonesia",https://nitter.net/MalekoP40085/status/1972857714486460609#m
@MalekoP40085,"Sep 30, 2025 · 2:55 AM UTC","Program Makan Bergizi Gratis (MBG) tidak hanya berdampak pada peningkatan gizi anak, tetapi juga mendorong perputaran ekonomi lokal melalui pelibatan UMKM dan petani setempat. #PenuhiGiziIndonesia",https://nitter.net/MalekoP40085/status/1972857781406618088#m
@lokastiti,"Sep 30, 2025 · 2:55 AM UTC","Ada konten seorang ayah berpesan ke anaknya untuk gak makan MBG. Anaknya dibekelin sendiri. Sekolahnya di bandung barat. Wajar lah ya dia takut. Kalo anak lo penerima MBG yang enak dan baik2 aja, apakah lo akan tersinggung sama konten itu? Hmmm",https://nitter.net/lokastiti/status/1972857763970920558#m
@MalekoP40085,"Sep 30, 2025 · 2:55 AM UTC",Pemerintah senantiasa mendorong sinergi antar berbagai pihak dalam rangka memastikan Program MBG memberikan kualitas terbaik bagi anak bangsa. #PenuhiGiziIndonesia,https://nitter.net/MalekoP40085/status/1972857758216262133#m
@Vitasamin,"Sep 30, 2025 · 2:55 AM UTC","Program MBG membutuhkan kolaborasi dari berbagai pihak, salah satunya PBNU yang berkomitmen untuk mendukung program prioritas pemerintah tersebut. #PenuhiGiziIndonesia",https://nitter.net/Vitasamin/status/1972857834326073765#m
@SatriaKalteng,"Sep 30, 2025 · 2:55 AM UTC",Anak Sehat dengan Makan Bergizi Gratis #KomitmenPemerintahJagaMBG,https://nitter.net/SatriaKalteng/status/1972857829431370215#m
@goo_miko,"Sep 29, 2025 · 4:38 AM UTC",Mereka yg memaksakan MBG tetap lanjut adalah keturunan iblis,https://nitter.net/goo_miko/status/1972521413165961610#m
@MalekoP40085,"Sep 30, 2025 · 2:55 AM UTC","Program MBG membutuhkan kolaborasi dari berbagai pihak, salah satunya PBNU yang berkomitmen untuk mendukung program prioritas pemerintah tersebut. #PenuhiGiziIndonesia",https://nitter.net/MalekoP40085/status/1972857812436062487#m
@Vitasamin,"Sep 30, 2025 · 2:55 AM UTC",Program Makan Bergizi Gratis mendorong tumbuhnya usaha pangan lokal dan membuka lapangan kerja baru di berbagai daerah. #PenuhiGiziIndonesia,https://nitter.net/Vitasamin/status/1972857875912695870#m
@Vitasamin,"Sep 30, 2025 · 2:55 AM UTC","Program MBG berperan penting dalam rangka memastikan gizi anak terpenuhi, menekan stunting, sehingga masa depan anak bangsa semakin cerah. #PenuhiGiziIndonesia",https://nitter.net/Vitasamin/status/1972857853867336133#m
@SatriaKalteng,"Sep 30, 2025 · 2:55 AM UTC",Perbaikan MBG hari jni adalah investasi kesehatan anak bangsa #KomitmenPemerintahJagaMBG,https://nitter.net/SatriaKalteng/status/1972857842530164799#m
@Vitasamin,"Sep 30, 2025 · 2:55 AM UTC",Program Makan Bergizi Gratis selalu memberikan kekuatan baru bagi anak-anak dan masyarakat. Dukung terus Program MBG! #PenuhiGiziIndonesia,https://nitter.net/Vitasamin/status/1972857919801823497#m
@Vitasamin,"Sep 30, 2025 · 2:55 AM UTC","Program MBG hadir memastikan gizi anak terpenuhi, menekan angka stunting, dan membuka jalan menuju generasi Indonesia yang sehat, cerdas, dan siap bersaing di masa depan. #PenuhiGiziIndonesia",https://nitter.net/Vitasamin/status/1972857900084474151#m
@seruanhl,"Sep 28, 2025 · 12:36 PM UTC","Lah, apa yang salah? Bukankah MBG itu program Presiden Prabowo sendiri? Kenapa gak boleh ditanya? Kenapa pihak istana sedemikian alergi terhadap pertanyaan terkait MBG, sampe-sampe kartu wartawan yang menanyakan hal itu dicabut? Cc. @prabowo",https://nitter.net/seruanhl/status/1972279306052403345#m
@RudiartoT78475,"Sep 30, 2025 · 2:56 AM UTC",Lbh cepet cuan MBG...itungnya harian...klo bangun gedung sekolah bisa tahunan..🤣,https://nitter.net/RudiartoT78475/status/1972857981424578859#m
@astrianyumiaty,"Sep 30, 2025 · 2:56 AM UTC","Dikampung ku pedesaan justru menu mbg diketawain,di kampung tuh lauk ayam,telur,ikan udah setiap hari bukan lauk mahal,jadi kalo mbg dgn lauk model gitu,mending gak usah saja😅",https://nitter.net/astrianyumiaty/status/1972857971559596127#m
@jerukbusukkkk,"Sep 30, 2025 · 2:58 AM UTC","Teh ini difotoin Na? Emang kudu dibuat laporan sih ini yah tiap hari dapet apa Teh, ini beneran ada pakta integritasnya? Mun ga ikut MBG, bisa? Kn ada pilihan setuju tidak setuju? Atau kudu setuju kabeh",https://nitter.net/jerukbusukkkk/status/1972858543503225322#m
@phoettic,"Sep 30, 2025 · 1:31 AM UTC",Sertifikat laik higienis sanitasi jadi kunci SPPG bersih dan sehat ala Prabowo #MakanBergiziGratis,https://nitter.net/phoettic/status/1972836625555337517#m
@PrayFor62,"Sep 30, 2025 · 2:58 AM UTC",Logikanya betul tapi bkn solusi dan tdk bisa disamaratakan. Mungkin akan lebih banyak ortu pakai uang itu utk kebutuhan sehari². Yg jarang diberitakan adalah anak yg tadinya tidak pernah makan siang karena kondisi ekonomi jadi bisa makan siang rutin karena program mbg.,https://nitter.net/PrayFor62/status/1972858494769570144#m
@nuicemedia,"Sep 29, 2025 · 6:22 AM UTC","President Prabowo on MBG poisoning cases: “Out of all the meals served, the error rate was only 0.00017 percent.” Classic percentage defense because it’s much more comforting and self assuring to talk about a microscopic percentage than the actual children who got sick.",https://nitter.net/nuicemedia/status/1972547428466471403#m
@nowyoucatchme,"Sep 30, 2025 · 2:58 AM UTC",Disyukuri kalo MBG hasil sedekah. Kalo pake uang pajak ya harus dikritik habis habisan. Pendukung prbw emang ga ngotak 😭,https://nitter.net/nowyoucatchme/status/1972858447315317034#m
@Memes_N_Genes,"Sep 30, 2025 · 2:58 AM UTC","momentum is building fast. With $MVRK rails live and $MBG bridging billions in real assets, RWAs could be the sector that sends crypto truly parabolic",https://nitter.net/Memes_N_Genes/status/1972858621714448535#m
@MuhammadTuhasan,"Sep 30, 2025 · 2:58 AM UTC",Dana MBG yg besar itu bisa kale di alihkan kesini..... Lebih bermanfaat darimana keracunan 😩,https://nitter.net/MuhammadTuhasan/status/1972858606396780997#m
@RestyeCayah,"Sep 28, 2025 · 4:30 AM UTC","Jam sekolah sekarang separoh waktunya tersita buat urusan makan, diskusi murid sekarang bukan lagi soal pelajaran tp soal jatwh MBG mereka . Apa begini yg anda harapkan pak @prabowo ? Pinter kagak makin bodoh iya",https://nitter.net/RestyeCayah/status/1972156977355903350#m
@darispertama,"Sep 30, 2025 · 2:59 AM UTC",Dukung Program Makan Bergizi Gratis,https://nitter.net/darispertama/status/1972858708951724192#m
@aayippii,"Sep 30, 2025 · 2:58 AM UTC","Snack dari posyandu aja w larang buat anak, atuda dikasihnya kue soes, puding, yang gulanya banyaaak. Trs kalau ada mbg yang punya resiko keracunan tinggi, engga dulu deh ya. Seengganya telur dadar bikinan sendiri lebih aman. Semoga selalu dimampukan",https://nitter.net/aayippii/status/1972858687120450025#m
@cowoindomaret,"Sep 30, 2025 · 2:58 AM UTC","APASIHHH, berita MBG makin kesini makin kesana",https://nitter.net/cowoindomaret/status/1972858677343449525#m
@ktsrna,"Sep 30, 2025 · 2:58 AM UTC","Walaupun sekolah anakku ga sebegitu elit, tapi keresahannya sama. MBG itu oke kalo tepat sasaran, selama KPI-nya penyerapan anggaran, big no no.",https://nitter.net/ktsrna/status/1972858676781474117#m
@MarahIchsan,"Sep 30, 2025 · 2:59 AM UTC","Aksi Pukul Panci : Protes Keras Hentikan MBG! Jumat (26/9), Bundaran UGM menjadi saksi ‘Kenduri Suara Ibu Indonesia’. Ratusan ibu turun ke jalan, menyuarakan protes tegas terhadap program Makan Bergizi Gratis (MBG).",https://nitter.net/MarahIchsan/status/1972858742225174529#m
@05Panji,"Sep 30, 2025 · 2:59 AM UTC","Utk praktis,, mana ada dapur mbg yg ga pake msg.. Asal njeplak ajaa cak imin",https://nitter.net/05Panji/status/1972858778396787081#m
@VIVAcoid,"Sep 30, 2025 · 2:04 AM UTC",Terungkap! Sultan HB X Bongkar Penyebab Keracunan MBG di Yogyakarta viva.co.id/berita/nasional/1…,https://nitter.net/VIVAcoid/status/1972844883938533582#m
@MARQUEZ__93,"Sep 29, 2025 · 11:10 PM UTC","Masuk Akal, Jangan² MBG Aktornya Loe.... Agar Si Botol Cepet Jadi Raja.",https://nitter.net/MARQUEZ__93/status/1972801060675953062#m
@MarahIchsan,"Sep 30, 2025 · 2:59 AM UTC",Aksi ini ditandai dengan memukul panci secara serentak sebagai simbol keprihatinan mendalam atas isu keracunan makanan yang dilaporkan terjadi di berbagai daerah akibat program MBG.,https://nitter.net/MarahIchsan/status/1972858822105665665#m
@darispertama,"Sep 30, 2025 · 2:59 AM UTC",MBG pemerataan gizi seluruh anak Indonesia,https://nitter.net/darispertama/status/1972858795358642306#m
@CNNIndonesia,"Sep 30, 2025 · 2:08 AM UTC","10 Tahun Punya Kantin Sehat, SD Muhammadiyah di Solo Berat Gabung MBG cnnindonesia.com/nasional/20…",https://nitter.net/CNNIndonesia/status/1972845964949152234#m
@yo2hi_hi,"Sep 30, 2025 · 2:59 AM UTC",Stop MBG ganti ke program pendidikan gratis dan perbaikan fasilitas sekolah,https://nitter.net/yo2hi_hi/status/1972858837016494350#m
@reminhyoungs,"Sep 30, 2025 · 12:33 AM UTC",tai lah mbg mbg,https://nitter.net/reminhyoungs/status/1972822187196494049#m
@darispertama,"Sep 30, 2025 · 2:59 AM UTC",Dukung Program Makan Bergizi Gratis,https://nitter.net/darispertama/status/1972858872466669868#m
@izzalnr_,"Sep 29, 2025 · 1:58 PM UTC","WHAT?! Is this profesionalism? Bukannya fokus 'mendidik', malah diribeti sama hal di luar jobdesk utama?? Alih-alih memberikan gaji guru dengan layak, kalian menjadikan mbg layaknya 'juru selamat' atas keterpurukan guru. Program ini the real beban pendidikan. 🥀",https://nitter.net/izzalnr_/status/1972662316677112003#m
@ThePhrase_ID,"Sep 30, 2025 · 3:00 AM UTC",BGN Buka Saluran Pengaduan untuk Kawal Program Makan Bergizi Gratis #ThePhraseID #makanbergizigratis #mbg #bgn #badangizinasional thephrase.id/bgn-buka-salura…,https://nitter.net/ThePhrase_ID/status/1972858961691906421#m
@BANGSAygSUJUD,"Sep 29, 2025 · 4:56 AM UTC","Tak ingin keracunan terulang di program MBG 4 instruksi Presiden @prabowo kpd Kepala BGN : 1. Perintahkan Peningkatan Tata Kelola 2. Koki Terlatih & siapkan Alat Rapid Test 3. Perintahkan Jamin Sterilisasi 4. Pasang CCTV MBG bukan program politik tetapi program keadilan sosial bagi seluruh anak Indonesia, mencetak Generasi Emas tanpa terkecuali Semoga ke depan para pembantu Presiden bisa bekerja perfect, kasian Presidennya kalo begini...",https://nitter.net/BANGSAygSUJUD/status/1972525798734409748#m
@tempo_english,"Sep 30, 2025 · 3:00 AM UTC",en.tempo.co/read/2052931/ind…,https://nitter.net/tempo_english/status/1972858941362327623#m
@DIMAZSAMID,"Sep 30, 2025 · 3:00 AM UTC","the term “mbg: makan beracun gratis"" is wild",https://nitter.net/DIMAZSAMID/status/1972859019397406747#m
@RickyKardjono,"Sep 30, 2025 · 3:00 AM UTC",Herannya masih ada aja netijen yg terus bela² program MBG makan bracun gratis yg berbahaya ini ya...?? 🤦‍♂️🤦‍♂️🤦‍♂️ #stopMBG ⛔️⛔️⛔️,https://nitter.net/RickyKardjono/status/1972859057477439860#m
@robert_yulian1,"Sep 30, 2025 · 2:13 AM UTC","Program nya bagus, selama ini yg kurang adalah pengawasan, terutama utk MBG. Libatkan Kejagung dan juga KPK, utk mencegah kebocoran anggaran, fokus dengan daerah 3 T dan kantong2 kemiskinan.",https://nitter.net/robert_yulian1/status/1972847250926907719#m
@honeyiyn,"Sep 30, 2025 · 3:00 AM UTC",Kalau anakku sekolah ada mbg model skrng ini tetep ku larang makan sih. Akan kubawakan bekal bergizi dan enak itu tiap hari biar dia ga makan mbg gov 🙏🏻,https://nitter.net/honeyiyn/status/1972859145658511637#m
@udangranbutan,"Sep 28, 2025 · 3:56 PM UTC",dapur mbg jember:,https://nitter.net/udangranbutan/status/1972329473493332310#m
@joe_pride888,"Sep 29, 2025 · 4:46 PM UTC",Senin Malam Besok Selasa tgl 30 September Hari paling seram rakyat Indonesia dgn pengkhianatan G30S PKI yg membunuh dan membantai Jenderal Angkatan Darat th 1965 Awas Neo PKI disekitar anda Istana gamau jujur ada infiltrasi paham komunis Awas dgn kasus MBG Makan Beracun Gratis,https://nitter.net/joe_pride888/status/1972704644536344993#m
@Kl0ckMark,"Sep 30, 2025 · 3:00 AM UTC","Kalian ingin menjadikan semjata menjatuhkan Pak Prabowo Subianto dan Mas Gibran di pilpres 2029 jika Program MBG dihentikan ? Paham ga kaliam yg ingin memghentikan MBG itu membunuh harapan anak - anak, orang tua dan masyarkat ?",https://nitter.net/Kl0ckMark/status/1972859187773530192#m
@grok,"Sep 30, 2025 · 3:01 AM UTC","Ini kejadian di SDIT Al Izzah, Kota Serang, Banten, Indonesia. Video tersebut menunjukkan pertemuan wali murid yang menolak program Makanan Bergizi Gratis (MBG).",https://nitter.net/grok/status/1972859222724616625#m
@IsmiHandayanie,"Sep 30, 2025 · 3:01 AM UTC",Satu Piring MBG Bawa Sejuta Harapan Baru Perbaikan Gizi Anak Negeri.,https://nitter.net/IsmiHandayanie/status/1972859364123034081#m
@PaltiHutabarat,"Sep 29, 2025 · 7:46 AM UTC",Menjunjung Tinggi Kebebasan Pers Tapi Kok Cabut ID Istana Karena Bertanya MBG?! Harusnya yang perintah ambil ID Istana CNN Indonesia tanpa adanya proses dialog dipecat!!!,https://nitter.net/PaltiHutabarat/status/1972568624423715067#m
@andemha67,"Sep 29, 2025 · 10:09 AM UTC",Dan ternyata 11/100 pun terlalalu tinggi. Setelah pidatonya yg menggelegar membelah langit amerika dan gambarnya dipasang di media2 iblisrael harusnya nilainya 05/100. Apalagi setelah kasus MBG beserta blunder penanganan isyunya.,https://nitter.net/andemha67/status/1972604517574496590#m
@HanaFarhaanaa,"Sep 30, 2025 · 3:01 AM UTC",Satu Piring MBG Bawa Sejuta Harapan Baru Perbaikan Gizi Anak Negeri.,https://nitter.net/HanaFarhaanaa/status/1972859331243815306#m
@EnniWibisono,"Sep 30, 2025 · 3:01 AM UTC","Ah, cuma ngasih MBG yg gak seberapa, nyawa anak taruhannya. Buat rakyat ini sama aja kayak judi kecil kecilan , kalo lg beruntung selamat dari keracunan. Kebijakannya bagus, tapi pelaksanaannya sangat tolol bin goblok. Emang ladang cuan...",https://nitter.net/EnniWibisono/status/1972859398805651781#m
@rara_yuliastuti,"Sep 30, 2025 · 3:01 AM UTC",Satu Piring MBG Bawa Sejuta Harapan Baru Perbaikan Gizi Anak Negeri.,https://nitter.net/rara_yuliastuti/status/1972859395467100210#m
@AdindaPurwati,"Sep 30, 2025 · 3:01 AM UTC",Satu Piring MBG Bawa Sejuta Harapan Baru Perbaikan Gizi Anak Negeri.,https://nitter.net/AdindaPurwati/status/1972859383261679679#m
@MilenialGaruda,"Sep 30, 2025 · 3:01 AM UTC",Satu Piring MBG Bawa Sejuta Harapan Baru Perbaikan Gizi Anak Negeri.,https://nitter.net/MilenialGaruda/status/1972859374248018359#m
@atun_komayah,"Sep 30, 2025 · 1:47 AM UTC","Gak cuma gratis, makan di SPPG juga diawasi lewat sertifikat laik higienis sanitasi bareng Prabowo #MakanBergiziGratis",https://nitter.net/atun_komayah/status/1972840747864072694#m
@Ayhtima,"Sep 30, 2025 · 3:02 AM UTC","Ya Allah ponpes??? Yg bukan boarding school aja kita ortu ketar-ketir buang2in MBG demi hindarin resikonya. Ini anak dititip di ponpes, ortu gak ada, mau dikasih MBG??? Klo kenapa2 gimana? Pihak ponpes kah yg mau MBG pdhl ortu udh byar?",https://nitter.net/Ayhtima/status/1972859456297029693#m
@Mdy_Asmara1701,"Sep 28, 2025 · 1:30 PM UTC",Status KLB Keracunan MBG di Bandung Barat dicabut!,https://nitter.net/Mdy_Asmara1701/status/1972292718153101616#m
@Goo9le_Fiv3,"Sep 29, 2025 · 11:05 AM UTC","Lagi, puluhan siswa di Kotabumi Lampung diduga keracunan MBG, pemerintah kok seperti gak ada empati, lanjut aja terus dengan dalih hanya 0,0017%, ini nyawa manusia loh🥲",https://nitter.net/Goo9le_Fiv3/status/1972618837326713281#m
@JantunGPiisanG,"Sep 29, 2025 · 8:44 AM UTC","Dapur MBG mayoritas dimiliki para politikus, pejabat dan para jendral...uang negara yang nilainya fantastis buat bancakan para bangsat...dan rezim hanya ngomong ngalor ngidul mau menindak...menindak ENTUUT BERUUUT....",https://nitter.net/JantunGPiisanG/status/1972583281830035890#m
@OposisiCerdas,"Sep 28, 2025 · 11:14 PM UTC",Berapa Gaji Pejabat BGN yang Urusi MBG? oposisicerdas.com/2025/09/be…,https://nitter.net/OposisiCerdas/status/1972439718714544307#m
@romy_syaputra,"Sep 30, 2025 · 3:03 AM UTC",Pak gerung ni sebenarnya berpendidikan enggak sih ya? Nanya sekolah yg ambruk itu di daerah mana? Kenapa enggk kritik pemerintah daerahnya?kenapa tidak dibenarkan Sedangkan program MBG itu program nasional yg baru berjalan.,https://nitter.net/romy_syaputra/status/1972859733200810102#m
@grok,"Sep 30, 2025 · 3:03 AM UTC","Berdasarkan video, susu kemasan ""SUSU SEKOLAH"" untuk Program Makan Bergizi Gratis (MBG) diproduksi oleh PT Sarihusada Generasi Mahardhika (SGM), bagian dari Danone Indonesia. Ini bagian dari inisiatif pemerintah untuk nutrisi anak sekolah.",https://nitter.net/grok/status/1972859799466598770#m
@nanadehoney,"Sep 30, 2025 · 3:03 AM UTC",Orang bego! Point pentingnya MBG HARUSNYA UNTUK ANAK2 KURANG MAMPU..! Ngapain kasi ke orang2 yg makannya udh cukup dan gak butuh? Bloon!!,https://nitter.net/nanadehoney/status/1972859764314173718#m
@kompascom,"Sep 27, 2025 · 4:58 AM UTC","Guru disebut jadi pihak paling dirugikan dalam program Makan Bergizi Gratis (MBG). Bahkan, mereka dianggap seperti tumbal atau budak dalam pelaksanaan program ini. Hal itu disampaikan oleh Koordinator Nasional JPPI, Ubaid Matraji, dalam konferensi pers di Jakarta, Senin (22/9/2025).",https://nitter.net/kompascom/status/1971801602064527712#m
@galihra900071,"Sep 30, 2025 · 3:08 AM UTC",Program mbg itu harus dilakukan dg cara adil bila memang terbukti berkasus tanpa hrs ada tekanan yg terkena musibah...,https://nitter.net/galihra900071/status/1972861034924060796#m
@newIding30,"Sep 29, 2025 · 8:23 AM UTC",Hmmm... Mendem MBG... MBG ada apa dg MBG...? @Ary_PrasKe2 @Roebanie @WPradjoko86595 @elon3asyyy @DjolaFix @TerahirPejuang @WilliamsGi30698 @totoher52164552 @bonapasogit24 @yanasukma2 @tokaidirecycle @RubyJohnso23174 @SAPARTAMPOE @DoroCah26424 @Gilang__gg @rubiavianto 🙏☕,https://nitter.net/newIding30/status/1972577956217418239#m
